POS Position,Name,Team,Position,P Played,G 7M goals,% 7M Shooting accuracy,G Full back - Goals,% Full back - Shooting accuracy,T Centre back - Goals,% Centre back - Shooting accuracy,G Wing - Goals,% Wing - Shooting accuracy,G Pivot - Goals,% Pivot - Shooting accuracy,G Fast breaks - Goals,% Fast breaks - Shooting accuracy
40,Gruner Tim,HBW,LW,14,4,66.67%,2,100.00%,-,-,23,63.89%,-,-,1,100.00%
41,Zechel Tim,HCE,P,34,3,75.00%,6,66.67%,2,100.00%,-,-,80,80.81%,5,100.00%
42,Balenciaga Azcue Erik,MTM,CB,33,3,100.00%,74,63.79%,2,40.00%,-,-,5,100.00%,7,70.00%
43,Hansen Johan,SGF,RW,34,3,42.86%,7,50.00%,-,-,65,63.73%,1,100.00%,12,70.59%
44,Landin Magnus,THW,LW,29,3,75.00%,2,50.00%,-,-,51,80.95%,1,100.00%,5,100.00%
45,Prantner Leo,HBW,RW,24,3,100.00%,11,84.62%,-,-,40,65.57%,2,100.00%,16,69.57%
46,Gensheimer Uwe,RNL,LW,2,2,100.00%,1,100.00%,-,-,1,33.33%,-,-,-,-
47,Groetzki Patrick,RNL,RW,22,2,33.33%,2,50.00%,-,-,44,75.86%,-,-,8,88.89%
48,Hermann Till,FAG,LW,28,2,100.00%,-,-,-,-,7,58.33%,-,-,6,60.00%
49,Binder Lukas,LEI,LW,33,2,100.00%,10,76.92%,-,-,50,64.94%,10,58.82%,31,81.58%
50,Hanusz Egon,TVB,CB,32,2,50.00%,61,70.93%,3,33.33%,-,-,3,100.00%,1,33.33%
51,Vujovic Branko,HAN,RB,32,2,100.00%,46,62.16%,22,37.29%,-,-,-,-,5,62.50%
52,Moller Lasse,SGF,LB,34,2,66.67%,56,70.89%,61,51.69%,-,-,-,-,3,75.00%
53,Versteijnen Niels Gerardus,TBV,RB,34,2,66.67%,97,68.79%,22,40.74%,1,100.00%,1,50.00%,1,50.00%
54,Fuchs Julian,WET,RW,30,2,100.00%,1,100.00%,-,-,5,38.46%,-,-,4,80.00%
55,More David,RNL,LW,33,2,50.00%,2,100.00%,-,-,58,66.67%,2,100.00%,32,80.00%
56,Drosten Florian,MTM,LW,34,2,100.00%,-,-,-,-,13,54.17%,1,50.00%,4,66.67%
57,Budel Nico,HCE,CB,28,1,50.00%,45,71.43%,9,29.03%,-,-,1,100.00%,1,50.00%
58,Zieker Patrick,TVB,LW,33,1,100.00%,6,60.00%,-,-,20,76.92%,8,88.89%,16,100.00%
59,Gottfridsson Jim,SGF,CB,32,1,50.00%,58,82.86%,30,58.82%,-,-,-,-,1,100.00%
60,Suton Tim,TBV,CB,31,1,100.00%,72,72.00%,9,37.50%,-,-,9,81.82%,2,40.00%
61,Mensah Larsen Mads,SGF,CB,34,1,100.00%,28,71.79%,28,58.33%,-,-,1,100.00%,1,100.00%
62,Brozovic Ilija,HAN,P,34,1,100.00%,4,66.67%,-,-,-,-,42,68.85%,2,100.00%
63,Olsson Hampus,HCE,RW,31,1,50.00%,7,70.00%,-,-,58,65.91%,3,50.00%,24,85.71%
64,Saugstrup Magnus,SCM,P,33,1,100.00%,6,100.00%,1,50.00%,-,-,71,89.87%,21,87.50%
65,Oskarsson Arnor Snaer,RNL,RB,33,1,33.33%,26,74.29%,2,40.00%,1,50.00%,-,-,1,100.00%
66,Lassen Jacob Arenth,HSV,RB,25,1,50.00%,61,84.72%,27,39.13%,1,100.00%,1,50.00%,-,-
67,Kirkelokke Niclas,RNL,RB,34,1,20.00%,103,64.78%,43,43.88%,-,-,-,-,6,85.71%
68,Koster Julian,GUM,LB,34,1,33.33%,105,70.47%,30,36.14%,1,50.00%,3,100.00%,3,75.00%
69,Ellefsen a Skipagotu Elias,THW,CB,34,1,50.00%,48,60.00%,39,52.00%,-,-,1,100.00%,9,90.00%
70,Lastro Franko,FAG,RW,28,1,33.33%,5,71.43%,-,-,26,57.78%,-,-,3,60.00%
71,Gunther Max,BER,RW,1,1,100.00%,-,-,-,-,-,-,-,-,-,-
72,Grgic Marko,EIS,LB,27,1,33.33%,71,78.02%,22,50.00%,-,-,1,100.00%,4,80.00%
73,Lucas Fabian,TVB,LB,2,1,100.00%,-,-,-,-,-,-,-,-,-,-
75,Heinevetter Silvio,TVB,GK,33,-,-,-,-,-,-,-,-,-,-,-,-
78,Schagen Bobby,TBV,RW,29,-,-,8,88.89%,-,-,21,72.41%,-,-,2,100.00%
79,Vortmann Jens,HSV,GK,30,-,-,-,-,-,-,-,-,-,-,-,-
80,Spath Manuel,TVB,P,2,-,-,-,-,-,-,-,-,-,-,-,-
82,Kneule Tim,FAG,CB,34,-,-,36,60.00%,12,46.15%,-,-,6,85.71%,4,80.00%
83,Hafner Kai,TVB,RB,34,-,-,102,62.58%,67,49.26%,1,100.00%,1,100.00%,8,88.89%
86,Ziemer Martin,HCE,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
87,Mrkva Tomas,THW,GK,32,-,-,-,-,-,-,-,-,-,-,-,-
88,Bitter Johannes,HSV,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
89,Duvnjak Domagoj,THW,CB,34,-,-,20,66.67%,24,60.00%,-,-,3,75.00%,10,76.92%
93,Danner Felix,HBW,P,26,-,-,1,100.00%,-,-,-,-,16,69.57%,-,-
95,Quenstedt Dario,HAN,GK,32,-,-,-,-,-,-,-,-,-,-,-,-
99,Link Nikolai,HCE,LB,34,-,-,3,60.00%,-,-,-,-,-,-,7,100.00%
104,Weinhold Steffen,THW,RB,19,-,-,17,56.67%,8,40.00%,-,-,-,-,3,75.00%
105,Wiencek Patrick,THW,P,34,-,-,1,20.00%,-,-,-,-,71,72.45%,11,78.57%
109,Patrail Mait,EIS,LB,19,-,-,5,83.33%,2,40.00%,-,-,1,100.00%,-,-
110,Musche Matthias,SCM,LW,33,-,-,3,50.00%,-,-,38,65.52%,1,100.00%,11,84.62%
111,Pekeler Hendrik,THW,P,26,-,-,2,33.33%,-,-,-,-,47,72.31%,5,71.43%
112,Weber Philipp,SCM,CB,30,-,-,19,79.17%,10,52.63%,-,-,1,100.00%,1,50.00%
114,Wiede Fabian,BER,RB,17,-,-,12,80.00%,12,50.00%,-,-,3,100.00%,8,100.00%
115,Kuhn Julius,MTM,LB,34,-,-,34,75.56%,22,45.83%,1,50.00%,2,100.00%,1,100.00%
116,Theilinger Nicolai,TBV,RB,33,-,-,29,64.44%,3,60.00%,-,-,1,100.00%,6,100.00%
117,Rebmann Daniel,GUM,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
118,Appelgren Mikael,RNL,GK,30,-,-,-,-,-,-,-,-,-,-,-,-
119,Guardiola Gedeon,HCE,P,20,-,-,-,-,-,-,-,-,1,20.00%,1,100.00%
121,Drux Paul,BER,LB,17,-,-,6,66.67%,1,20.00%,-,-,-,-,1,100.00%
122,Rudeck Christopher,BHC,GK,30,-,-,-,-,-,-,-,-,-,-,1,50.00%
123,Schmidt David,FAG,RB,32,-,-,66,61.11%,35,42.17%,2,100.00%,-,-,-,-
124,Schoch Jona,HBW,LB,31,-,-,32,72.73%,41,42.71%,-,-,-,-,1,100.00%
125,Blohme Lukas,GUM,RW,31,-,-,10,90.91%,1,100.00%,52,61.18%,11,91.67%,23,82.14%
126,Dahmke Rune,THW,LW,33,-,-,7,77.78%,-,-,47,68.12%,5,83.33%,13,86.67%
127,Gunnarsson Arnor Thor,BHC,RW,2,-,-,-,-,-,-,-,-,-,-,-,-
128,Forstbauer Jan,TVB,RB,34,-,-,10,47.62%,11,47.83%,1,100.00%,1,100.00%,-,-
129,Saul Alexander,EIS,RB,33,-,-,59,77.63%,24,58.54%,-,-,4,100.00%,-,-
131,Gebala Maciej,LEI,P,34,-,-,-,-,1,100.00%,-,-,27,84.38%,-,-
132,Weyhrauch Willy,EIS,RW,24,-,-,3,75.00%,1,100.00%,28,59.57%,3,100.00%,8,80.00%
133,Preuss Moritz,LEI,P,25,-,-,2,50.00%,1,100.00%,-,-,53,77.94%,5,83.33%
134,Møller Kevin,SGF,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
135,Maric Marino,TVB,P,34,-,-,4,66.67%,-,-,-,-,81,72.32%,1,100.00%
136,Ernst Simon,LEI,CB,28,-,-,5,41.67%,5,50.00%,1,100.00%,3,50.00%,11,84.62%
137,Reinkind Harald,THW,RB,31,-,-,42,66.67%,36,49.32%,-,-,-,-,1,100.00%
138,Schmidt Erik,WET,P,13,-,-,-,-,-,-,-,-,8,66.67%,-,-
140,Blagotinsek Blaz,SGF,P,34,-,-,1,100.00%,-,-,-,-,2,100.00%,-,-
142,Sego Marin,FAG,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
143,Krzikalla Lucas,LEI,RW,29,-,-,1,100.00%,-,-,11,68.75%,2,66.67%,1,33.33%
144,Semper Franz,LEI,RB,33,-,-,46,63.01%,84,63.16%,-,-,-,-,6,85.71%
145,Plaue Dominik,EIS,GK,16,-,-,-,-,-,-,-,-,-,-,-,-
146,Firnhaber Sebastian,HCE,P,16,-,-,1,100.00%,-,-,-,-,38,77.55%,3,75.00%
147,Heymann Sebastian,FAG,LB,32,-,-,40,58.82%,26,44.07%,-,-,2,66.67%,19,86.36%
148,Pfattheicher Sascha,TVB,RW,32,-,-,6,100.00%,-,-,31,58.49%,3,100.00%,14,77.78%
149,Corak Dino,HSV,P,15,-,-,1,100.00%,-,-,-,-,19,73.08%,-,-
150,Brosch Jan,TBV,P,29,-,-,-,-,-,-,-,-,82,70.09%,-,-
152,M'Bengue Djibril,BHC,RB,32,-,-,37,56.06%,16,40.00%,-,-,1,100.00%,1,100.00%
153,Kohlbacher Jannik,RNL,P,34,-,-,5,71.43%,-,-,-,-,111,73.03%,23,82.14%
154,Heiny Lutz,HCE,LB,28,-,-,39,63.93%,33,56.90%,-,-,2,100.00%,-,-
155,Walz Peter,EIS,P,34,-,-,15,62.50%,5,83.33%,-,-,58,75.32%,1,100.00%
156,Metzner Antonio,HCE,RB,17,-,-,22,70.97%,7,53.85%,-,-,1,100.00%,2,100.00%
157,Slaninka Martin,TVB,P,13,-,-,-,-,-,-,-,-,3,42.86%,-,-
158,Mertens Lukas,SCM,LW,33,-,-,3,75.00%,1,33.33%,42,68.85%,-,-,11,68.75%
159,Moraes Ferreira Rogerio,MTM,P,33,-,-,2,66.67%,-,-,-,-,57,65.52%,4,100.00%
160,Valiullin Azat,HSV,LB,34,-,-,26,63.41%,14,36.84%,-,-,1,100.00%,1,50.00%
161,Damgaard Michael,SCM,LB,27,-,-,29,60.42%,26,56.52%,-,-,2,66.67%,1,100.00%
162,Golla Johannes,SGF,P,34,-,-,5,71.43%,1,25.00%,-,-,90,72.00%,20,83.33%
163,Bissel Christopher,HCE,LW,34,-,-,8,80.00%,-,-,39,63.93%,7,77.78%,31,77.50%
164,Muller Jerome,HBW,RB,32,-,-,40,62.50%,31,55.36%,2,100.00%,1,100.00%,11,91.67%
165,Cavor Stefan,WET,RB,34,-,-,52,60.47%,32,42.11%,-,-,1,100.00%,3,60.00%
166,Leimeter Csaba,HBW,RB,34,-,-,35,66.04%,25,48.08%,1,50.00%,-,-,-,-
168,Vranjes Vladimir,WET,P,30,-,-,3,75.00%,-,-,1,100.00%,50,70.42%,1,100.00%
169,Kopljar Marko,BER,RB,28,-,-,1,50.00%,-,-,-,-,-,-,3,100.00%
170,Gurbindo Martinez Eduardo,THW,RB,20,-,-,3,33.33%,1,100.00%,-,-,1,100.00%,4,80.00%
171,Mamic Marko,LEI,LB,34,-,-,3,75.00%,-,-,-,-,-,-,4,100.00%
172,Hernandez Ferrer Sergey,SCM,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
173,Darj Max,BER,P,32,-,-,-,-,-,-,-,-,33,73.33%,5,83.33%
174,Claar Felix,SCM,CB,34,-,-,138,78.41%,25,55.56%,-,-,-,-,8,80.00%
175,Aggefors Mikael,SCM,GK,7,-,-,-,-,-,-,-,-,-,-,-,-
176,Pettersson Daniel,SCM,RW,29,-,-,1,50.00%,-,-,27,72.97%,-,-,10,100.00%
177,Bergendahl Oscar,SCM,P,34,-,-,1,100.00%,1,100.00%,-,-,47,81.03%,2,100.00%
178,Lonn Adam,TVB,LB,33,-,-,65,61.32%,58,49.15%,-,-,-,-,1,100.00%
179,Lagergren Albin,SCM,RB,34,-,-,53,74.65%,2,66.67%,-,-,-,-,14,87.50%
180,Simic Nebojsa,MTM,GK,34,-,-,-,-,-,-,-,-,-,-,1,100.00%
181,O'Sullivan Christian,SCM,CB,33,-,-,14,73.68%,1,20.00%,-,-,-,-,8,88.89%
182,Johannesson Peter,BHC,GK,33,-,-,-,-,-,-,-,-,-,-,1,100.00%
183,Edvardsson Jonathan,HAN,CB,34,-,-,62,65.96%,6,33.33%,1,100.00%,1,100.00%,8,88.89%
184,Mellegard Emil,WET,LW,33,-,-,6,75.00%,-,-,37,64.91%,3,100.00%,14,66.67%
185,Morante Maldonado Eloy,BHC,CB,30,-,-,53,73.61%,8,61.54%,1,100.00%,1,50.00%,4,80.00%
186,Stutzke Lukas,BHC,LB,33,-,-,62,68.89%,36,41.86%,-,-,-,-,5,55.56%
187,Kozina Kresimir,FAG,P,31,-,-,6,46.15%,-,-,1,100.00%,70,73.68%,7,87.50%
188,Birlehm Joel,RNL,GK,32,-,-,-,-,-,-,-,-,-,-,-,-
189,Michalczik Marian,HAN,LB,34,-,-,40,61.54%,1,14.29%,-,-,2,100.00%,2,100.00%
190,Zelenovic Nemanja,WET,RB,30,-,-,37,52.11%,13,41.94%,1,100.00%,2,66.67%,4,57.14%
191,Klimpke Till,WET,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
192,Donker Malte,EIS,RB,34,-,-,28,63.64%,2,66.67%,-,-,2,100.00%,2,100.00%
193,Nothdurft Tim,BHC,LW,31,-,-,2,100.00%,-,-,49,70.00%,2,100.00%,22,95.65%
194,Hassferter Michael,HCE,GK,2,-,-,-,-,-,-,-,-,-,-,-,-
195,Fraatz Yannick,BHC,RW,33,-,-,5,62.50%,-,-,48,60.00%,-,-,14,82.35%
196,Ebner Domenico,LEI,GK,31,-,-,-,-,-,-,-,-,-,-,-,-
197,Babak Tomas,BHC,CB,33,-,-,40,71.43%,10,62.50%,-,-,2,66.67%,-,-
198,Buric Benjamin,SGF,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
199,Bilyk Nikola,THW,LB,34,-,-,61,76.25%,40,52.63%,1,100.00%,1,50.00%,2,100.00%
201,Witzke Luca,LEI,CB,22,-,-,54,69.23%,28,57.14%,-,-,2,66.67%,6,85.71%
202,Jansen Tom,GUM,RB,6,-,-,7,87.50%,3,50.00%,2,50.00%,-,-,-,-
203,Feise Hannes,HAN,LW,34,-,-,-,-,-,-,10,55.56%,-,-,1,50.00%
204,Simak Frederik,TBV,LB,30,-,-,10,66.67%,-,-,-,-,26,74.29%,5,83.33%
205,Matthes Tim,LEI,LW,25,-,-,1,33.33%,-,-,15,65.22%,1,100.00%,3,100.00%
206,Bergemann Thies,HSV,RW,34,-,-,1,100.00%,-,-,15,60.00%,-,-,2,50.00%
207,Zecher Finn,TBV,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
208,Weller Niklas,HSV,P,32,-,-,1,50.00%,-,-,-,-,92,76.03%,1,50.00%
209,Axmann Dominik,HSV,LB,14,-,-,13,50.00%,4,40.00%,-,-,-,-,1,100.00%
210,Tissier Leif,HSV,CB,34,-,-,99,70.21%,7,58.33%,-,-,1,100.00%,7,77.78%
211,Ende Moritz,EIS,RW,33,-,-,3,50.00%,1,50.00%,36,61.02%,-,-,5,71.43%
212,Chrapkowski Piotr,SCM,LB,21,-,-,-,-,-,-,-,-,-,-,-,-
213,Rothlisberger Samuel,TVB,P,32,-,-,-,-,-,-,-,-,5,55.56%,-,-
214,Hafner Max,TVB,CB,23,-,-,43,74.14%,24,53.33%,-,-,5,83.33%,2,50.00%
215,Petrovsky Leos,TBV,P,34,-,-,-,-,-,-,1,100.00%,42,70.00%,-,-
216,Buchner Vincent,HAN,LW,34,-,-,10,62.50%,-,-,43,69.35%,3,75.00%,42,89.36%
217,Saueressig Lukas,HBW,CB,32,-,-,16,57.14%,15,55.56%,-,-,-,-,1,50.00%
219,Meyer Philipp,EIS,P,34,-,-,2,50.00%,3,60.00%,-,-,1,25.00%,9,100.00%
220,Zivkovic Boris,SGF,RB,14,-,-,4,66.67%,3,100.00%,-,-,-,-,-,-
221,Grahovac Nikola,HBW,P,32,-,-,3,100.00%,-,-,-,-,82,76.64%,3,100.00%
222,Kristjansson Gisli Thorgeir,SCM,CB,17,-,-,25,67.57%,2,28.57%,-,-,-,-,-,-
223,Marsenic Mijajlo,BER,P,33,-,-,-,-,1,100.00%,-,-,98,75.97%,12,85.71%
224,Kristopans Dainis,MTM,RB,34,-,-,69,69.00%,40,48.78%,-,-,7,100.00%,4,100.00%
225,Fredriksen Magnus,WET,CB,34,-,-,40,55.56%,5,22.73%,-,-,2,100.00%,1,33.33%
226,Truchanovicius Jonas,TVB,LB,8,-,-,7,77.78%,6,42.86%,1,100.00%,-,-,-,-
227,Mengon Simone,EIS,LB,32,-,-,50,83.33%,4,33.33%,-,-,2,100.00%,-,-
228,Portner Nikola,SCM,GK,27,-,-,-,-,1,100.00%,-,-,-,-,2,100.00%
229,Jensen Andreas Holst,RNL,LB,33,-,-,6,54.55%,6,30.00%,-,-,-,-,-,-
230,Smarason Janus Dadi,SCM,CB,33,-,-,69,84.15%,9,42.86%,-,-,-,-,5,71.43%
231,Ellebaek Tobias,FAG,LB,31,-,-,23,74.19%,14,38.89%,1,50.00%,-,-,-,-
232,Arnarsson Arnar Freyr,MTM,P,31,-,-,1,50.00%,-,-,-,-,38,77.55%,-,-
233,Malus Jaka,FAG,CB,30,-,-,49,66.22%,5,22.73%,-,-,-,-,1,100.00%
234,Kodrin Tilen,GUM,LW,34,-,-,4,100.00%,1,50.00%,52,85.25%,5,100.00%,11,78.57%
235,Gislason Ymir Orn,RNL,P,33,-,-,-,-,1,100.00%,-,-,8,72.73%,2,50.00%
236,Kastelic Urh,TBV,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
237,Pavlovic Domagoj,MTM,CB,13,-,-,2,66.67%,-,-,-,-,-,-,-,-
238,Pedersen August Baskar,SGF,LW,34,-,-,-,-,-,-,12,80.00%,-,-,9,100.00%
239,Kireev Victor,BER,GK,28,-,-,-,-,-,-,-,-,-,-,-,-
240,Ferlin Klemen,HCE,GK,31,-,-,-,-,-,-,-,-,-,-,-,-
241,Vujovic Miljan,TVB,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
242,Ivanisevic Tibor,GUM,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
243,Morawski Adam,MTM,GK,34,-,-,-,-,-,-,-,-,-,-,1,100.00%
244,Baijens Dani,HSV,CB,27,-,-,129,67.89%,13,33.33%,-,-,1,100.00%,8,72.73%
245,Poteko Vid,FAG,P,34,-,-,-,-,-,-,-,-,13,59.09%,1,100.00%
246,Kuzmanovski Filip,WET,LB,12,-,-,6,54.55%,-,-,-,-,-,-,1,50.00%
247,Meister Lucas,SCM,P,14,-,-,-,-,-,-,-,-,9,75.00%,1,50.00%
248,Jaganjac Halil,RNL,LB,9,-,-,-,-,-,-,-,-,-,-,-,-
249,Andersson Lasse Bredekjaer,BER,LB,34,-,-,92,69.70%,84,47.46%,1,100.00%,2,66.67%,27,79.41%
250,Kessler Maximilian,RNL,LW,3,-,-,-,-,-,-,-,-,-,-,-,-
251,Rubin Lenny,WET,LB,33,-,-,88,64.23%,62,47.69%,1,100.00%,6,100.00%,9,90.00%
252,Gade Simon,HAN,GK,30,-,-,-,-,1,100.00%,-,-,-,-,-,-
253,Kulesh Uladzislau,HAN,LB,34,-,-,60,68.97%,61,54.46%,2,100.00%,2,100.00%,1,100.00%
254,Ladefoged Frederik,BHC,P,33,-,-,5,45.45%,-,-,-,-,111,71.61%,4,80.00%
255,Saeveraas Kristian,LEI,GK,32,-,-,-,-,-,-,-,-,-,-,-,-
256,Kurch Justin,EIS,P,32,-,-,4,36.36%,-,-,-,-,35,76.09%,2,100.00%
257,Weck Alexander,BHC,LB,9,-,-,1,33.33%,-,-,-,-,-,-,-,-
258,Krecic Grega,BHC,RB,15,-,-,19,55.88%,2,16.67%,-,-,-,-,1,100.00%
259,Risom Christensen Martin,HSV,RB,13,-,-,1,100.00%,-,-,-,-,-,-,1,100.00%
260,Sipos Adrian,MTM,P,34,-,-,1,33.33%,-,-,1,100.00%,26,65.00%,13,86.67%
261,Wallinius Karl,THW,LB,34,-,-,10,71.43%,33,57.89%,-,-,-,-,-,-
262,Persson Isak,BHC,RW,26,-,-,-,-,-,-,10,52.63%,-,-,5,83.33%
263,Ravensbergen Bart,FAG,GK,24,-,-,1,100.00%,-,-,-,-,-,-,1,100.00%
264,Vidarsson Ellidi Snaer,GUM,P,34,-,-,4,44.44%,-,-,-,-,77,71.96%,15,83.33%
266,Tskhovrebadze Giorgi,GUM,RB,33,-,-,56,61.54%,31,52.54%,1,100.00%,-,-,4,100.00%
267,Kornecki Mateusz,EIS,GK,31,-,-,-,-,-,-,-,-,-,-,-,-
268,Mandic David,MTM,LW,30,-,-,4,66.67%,-,-,29,69.05%,2,66.67%,4,50.00%
269,Milosavljev Dejan,BER,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
270,Ingason Daniel Thor,HBW,LB,34,-,-,13,52.00%,10,33.33%,-,-,-,-,-,-
271,Zeman Stepan,GUM,P,33,-,-,1,50.00%,-,-,-,-,6,75.00%,-,-
272,Styrmisson Hakon Dadi,GUM,LW,2,-,-,-,-,-,-,-,-,-,-,-,-
273,Overby Petter,THW,P,34,-,-,4,80.00%,1,100.00%,-,-,31,65.96%,7,87.50%
274,Einarsson Teitur Orn,SGF,RB,32,-,-,53,65.43%,31,54.39%,-,-,-,-,1,50.00%
276,Strosack Moritz,LEI,RW,17,-,-,-,-,-,-,9,60.00%,-,-,9,64.29%
277,Magaard Andreas,HSV,P,13,-,-,-,-,-,-,-,-,21,70.00%,-,-
278,Ejlersen Rasmus Meyer,WET,P,34,-,-,3,60.00%,-,-,-,-,53,76.81%,1,33.33%
279,Gidsel Mathias,BER,RB,34,-,-,136,79.07%,60,56.60%,1,33.33%,3,100.00%,52,92.86%
280,Jorgensen Lukas,SGF,P,34,-,-,10,76.92%,1,100.00%,-,-,68,88.31%,22,88.00%
281,Sunnefeldt Oskar,LEI,LB,34,-,-,18,60.00%,13,46.43%,-,-,-,-,2,66.67%
282,Svensson Jonathan,HCE,LB,30,-,-,24,66.67%,39,59.09%,-,-,-,-,3,50.00%
283,Persson Erik,FAG,RB,34,-,-,50,70.42%,35,50.72%,-,-,-,-,3,75.00%
284,Todorovic Uros,HBW,RB,3,-,-,2,100.00%,-,-,-,-,-,-,-,-
